2024-07-12 15:18:32,624 INFO    StreamThr :21916 [internal.py:wandb_internal():85] W&B internal server running at pid: 21916, started at: 2024-07-12 15:18:32.623005
2024-07-12 15:18:32,627 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: status
2024-07-12 15:18:32,640 INFO    WriterThread:21916 [datastore.py:open_for_write():87] open: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_151832-kywrkbhg\run-kywrkbhg.wandb
2024-07-12 15:18:32,645 DEBUG   SenderThread:21916 [sender.py:send():379] send: header
2024-07-12 15:18:32,800 DEBUG   SenderThread:21916 [sender.py:send():379] send: run
2024-07-12 15:18:34,549 INFO    SenderThread:21916 [dir_watcher.py:__init__():211] watching files in: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_151832-kywrkbhg\files
2024-07-12 15:18:34,549 INFO    SenderThread:21916 [sender.py:_start_run_threads():1188] run started: kywrkbhg with start time 1720765112.624925
2024-07-12 15:18:34,578 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: check_version
2024-07-12 15:18:34,578 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: check_version
2024-07-12 15:18:36,149 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: run_start
2024-07-12 15:18:36,172 DEBUG   HandlerThread:21916 [system_info.py:__init__():26] System info init
2024-07-12 15:18:36,172 DEBUG   HandlerThread:21916 [system_info.py:__init__():41] System info init done
2024-07-12 15:18:36,172 INFO    HandlerThread:21916 [system_monitor.py:start():194] Starting system monitor
2024-07-12 15:18:36,172 INFO    SystemMonitor:21916 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-12 15:18:36,172 INFO    HandlerThread:21916 [system_monitor.py:probe():214] Collecting system info
2024-07-12 15:18:36,181 INFO    SystemMonitor:21916 [interfaces.py:start():188] Started cpu monitoring
2024-07-12 15:18:36,189 DEBUG   HandlerThread:21916 [system_info.py:probe():152] Probing system
2024-07-12 15:18:36,195 INFO    SystemMonitor:21916 [interfaces.py:start():188] Started disk monitoring
2024-07-12 15:18:36,205 INFO    SystemMonitor:21916 [interfaces.py:start():188] Started memory monitoring
2024-07-12 15:18:36,221 INFO    SystemMonitor:21916 [interfaces.py:start():188] Started network monitoring
2024-07-12 15:18:36,234 DEBUG   HandlerThread:21916 [system_info.py:_probe_git():137] Probing git
2024-07-12 15:18:36,551 DEBUG   HandlerThread:21916 [system_info.py:_probe_git():145] Probing git done
2024-07-12 15:18:36,551 DEBUG   HandlerThread:21916 [system_info.py:probe():200] Probing system done
2024-07-12 15:18:36,555 DEBUG   HandlerThread:21916 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-07-12T06:18:36.189893', 'startedAt': '2024-07-12T06:18:32.603970', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\freeman\\Desktop\\ºòºê¶ó´õ\\sample\\wandbModel.py', 'codePathLocal': 'sample\\wandbModel.py', 'codePath': 'sample\\wandbModel.py', 'git': {'remote': 'https://github.com/jinsobak/CMM_DeepLearning_Module.git', 'commit': '09b16bd4ffb7e808cb707c124ca2638090818ad1'}, 'email': 'lyc3427@gmail.com', 'root': 'C:/Users/freeman/Desktop/ºòºê¶ó´õ', 'host': 'DESKTOP-0H2SVOF', 'username': 'freeman', 'executable': 'c:\\Users\\freeman\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1805.0, 'min': 0.0, 'max': 3301.0}, 'cpu_freq_per_core': [{'current': 1805.0, 'min': 0.0, 'max': 3301.0}], 'disk': {'/': {'total': 232.71307754516602, 'used': 185.61781311035156}}, 'memory': {'total': 7.405879974365234}}
2024-07-12 15:18:36,556 INFO    HandlerThread:21916 [system_monitor.py:probe():224] Finished collecting system info
2024-07-12 15:18:36,556 INFO    HandlerThread:21916 [system_monitor.py:probe():227] Publishing system info
2024-07-12 15:18:36,556 INFO    HandlerThread:21916 [system_monitor.py:probe():229] Finished publishing system info
2024-07-12 15:18:36,583 DEBUG   SenderThread:21916 [sender.py:send():379] send: files
2024-07-12 15:18:36,583 INFO    SenderThread:21916 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-12 15:18:36,753 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: python_packages
2024-07-12 15:18:36,753 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: python_packages
2024-07-12 15:18:36,753 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: stop_status
2024-07-12 15:18:36,753 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: stop_status
2024-07-12 15:18:36,753 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-12 15:18:37,570 INFO    Thread-16 :21916 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_151832-kywrkbhg\files\requirements.txt
2024-07-12 15:18:37,570 INFO    Thread-16 :21916 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_151832-kywrkbhg\files\wandb-metadata.json
2024-07-12 15:18:37,745 DEBUG   SenderThread:21916 [sender.py:send():379] send: telemetry
2024-07-12 15:18:37,745 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: status_report
2024-07-12 15:18:37,750 DEBUG   SenderThread:21916 [sender.py:send():379] send: exit
2024-07-12 15:18:37,750 INFO    SenderThread:21916 [sender.py:send_exit():586] handling exit code: 1
2024-07-12 15:18:37,750 INFO    SenderThread:21916 [sender.py:send_exit():588] handling runtime: 0
2024-07-12 15:18:37,751 INFO    SenderThread:21916 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-12 15:18:37,751 INFO    SenderThread:21916 [sender.py:send_exit():594] send defer
2024-07-12 15:18:37,754 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:37,754 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 0
2024-07-12 15:18:37,754 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
2024-07-12 15:18:37,754 INFO    SenderThread:21916 [sender.py:send_request_defer():610] handle sender defer: 0
2024-07-12 15:18:37,754 INFO    SenderThread:21916 [sender.py:transition_state():614] send defer: 1
2024-07-12 15:18:37,754 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:37,754 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 1
2024-07-12 15:18:37,756 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
2024-07-12 15:18:37,756 INFO    SenderThread:21916 [sender.py:send_request_defer():610] handle sender defer: 1
2024-07-12 15:18:37,756 INFO    SenderThread:21916 [sender.py:transition_state():614] send defer: 2
2024-07-12 15:18:37,756 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:37,756 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 2
2024-07-12 15:18:37,756 INFO    HandlerThread:21916 [system_monitor.py:finish():203] Stopping system monitor
2024-07-12 15:18:37,756 DEBUG   SystemMonitor:21916 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-12 15:18:37,756 INFO    HandlerThread:21916 [interfaces.py:finish():200] Joined cpu monitor
2024-07-12 15:18:37,758 DEBUG   SystemMonitor:21916 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-07-12 15:18:37,758 INFO    HandlerThread:21916 [interfaces.py:finish():200] Joined disk monitor
2024-07-12 15:18:37,758 DEBUG   SystemMonitor:21916 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-07-12 15:18:37,758 INFO    HandlerThread:21916 [interfaces.py:finish():200] Joined memory monitor
2024-07-12 15:18:37,759 INFO    HandlerThread:21916 [interfaces.py:finish():200] Joined network monitor
2024-07-12 15:18:37,761 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
2024-07-12 15:18:37,761 INFO    SenderThread:21916 [sender.py:send_request_defer():610] handle sender defer: 2
2024-07-12 15:18:37,761 INFO    SenderThread:21916 [sender.py:transition_state():614] send defer: 3
2024-07-12 15:18:37,761 DEBUG   SenderThread:21916 [sender.py:send():379] send: stats
2024-07-12 15:18:37,761 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:37,761 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 3
2024-07-12 15:18:37,761 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
2024-07-12 15:18:37,761 INFO    SenderThread:21916 [sender.py:send_request_defer():610] handle sender defer: 3
2024-07-12 15:18:37,761 INFO    SenderThread:21916 [sender.py:transition_state():614] send defer: 4
2024-07-12 15:18:37,761 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:37,761 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 4
2024-07-12 15:18:37,763 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
2024-07-12 15:18:37,763 INFO    SenderThread:21916 [sender.py:send_request_defer():610] handle sender defer: 4
2024-07-12 15:18:37,763 INFO    SenderThread:21916 [sender.py:transition_state():614] send defer: 5
2024-07-12 15:18:37,763 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:37,763 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 5
2024-07-12 15:18:37,764 DEBUG   SenderThread:21916 [sender.py:send():379] send: summary
2024-07-12 15:18:37,764 INFO    SenderThread:21916 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-12 15:18:37,764 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
2024-07-12 15:18:37,764 INFO    SenderThread:21916 [sender.py:send_request_defer():610] handle sender defer: 5
2024-07-12 15:18:37,764 INFO    SenderThread:21916 [sender.py:transition_state():614] send defer: 6
2024-07-12 15:18:37,764 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:37,766 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 6
2024-07-12 15:18:37,767 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
2024-07-12 15:18:37,767 INFO    SenderThread:21916 [sender.py:send_request_defer():610] handle sender defer: 6
2024-07-12 15:18:37,768 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: status_report
2024-07-12 15:18:37,783 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-12 15:18:38,020 INFO    SenderThread:21916 [sender.py:transition_state():614] send defer: 7
2024-07-12 15:18:38,020 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: poll_exit
2024-07-12 15:18:38,020 DEBUG   HandlerThread:21916 [handler.py:handle_request():158] handle_request: defer
2024-07-12 15:18:38,020 INFO    HandlerThread:21916 [handler.py:handle_request_defer():184] handle defer: 7
2024-07-12 15:18:38,020 DEBUG   SenderThread:21916 [sender.py:send_request():406] send_request: defer
