2024-07-12 15:05:57,701 INFO    StreamThr :8440 [internal.py:wandb_internal():85] W&B internal server running at pid: 8440, started at: 2024-07-12 15:05:57.701778
2024-07-12 15:05:57,704 DEBUG   HandlerThread:8440 [handler.py:handle_request():158] handle_request: status
2024-07-12 15:05:57,723 INFO    WriterThread:8440 [datastore.py:open_for_write():87] open: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_150557-9sr8koxv\run-9sr8koxv.wandb
2024-07-12 15:05:57,724 DEBUG   SenderThread:8440 [sender.py:send():379] send: header
2024-07-12 15:05:57,908 DEBUG   SenderThread:8440 [sender.py:send():379] send: run
2024-07-12 15:05:59,215 INFO    SenderThread:8440 [dir_watcher.py:__init__():211] watching files in: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_150557-9sr8koxv\files
2024-07-12 15:05:59,215 INFO    SenderThread:8440 [sender.py:_start_run_threads():1188] run started: 9sr8koxv with start time 1720764357.704895
2024-07-12 15:05:59,231 DEBUG   HandlerThread:8440 [handler.py:handle_request():158] handle_request: check_version
2024-07-12 15:05:59,231 DEBUG   SenderThread:8440 [sender.py:send_request():406] send_request: check_version
2024-07-12 15:06:00,844 DEBUG   HandlerThread:8440 [handler.py:handle_request():158] handle_request: run_start
2024-07-12 15:06:00,866 DEBUG   HandlerThread:8440 [system_info.py:__init__():26] System info init
2024-07-12 15:06:00,866 DEBUG   HandlerThread:8440 [system_info.py:__init__():41] System info init done
2024-07-12 15:06:00,866 INFO    HandlerThread:8440 [system_monitor.py:start():194] Starting system monitor
2024-07-12 15:06:00,866 INFO    SystemMonitor:8440 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-12 15:06:00,874 INFO    HandlerThread:8440 [system_monitor.py:probe():214] Collecting system info
2024-07-12 15:06:00,883 INFO    SystemMonitor:8440 [interfaces.py:start():188] Started cpu monitoring
2024-07-12 15:06:00,891 DEBUG   HandlerThread:8440 [system_info.py:probe():152] Probing system
2024-07-12 15:06:00,891 INFO    SystemMonitor:8440 [interfaces.py:start():188] Started disk monitoring
2024-07-12 15:06:00,901 INFO    SystemMonitor:8440 [interfaces.py:start():188] Started memory monitoring
2024-07-12 15:06:00,945 INFO    SystemMonitor:8440 [interfaces.py:start():188] Started network monitoring
2024-07-12 15:06:00,947 DEBUG   HandlerThread:8440 [system_info.py:_probe_git():137] Probing git
2024-07-12 15:06:01,239 DEBUG   HandlerThread:8440 [system_info.py:_probe_git():145] Probing git done
2024-07-12 15:06:01,239 DEBUG   HandlerThread:8440 [system_info.py:probe():200] Probing system done
2024-07-12 15:06:01,239 DEBUG   HandlerThread:8440 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-07-12T06:06:00.891804', 'startedAt': '2024-07-12T06:05:57.680723', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\freeman\\Desktop\\ºòºê¶ó´õ\\sample\\wandbModel.py', 'codePathLocal': 'sample\\wandbModel.py', 'codePath': 'sample\\wandbModel.py', 'git': {'remote': 'https://github.com/jinsobak/CMM_DeepLearning_Module.git', 'commit': '09b16bd4ffb7e808cb707c124ca2638090818ad1'}, 'email': 'lyc3427@gmail.com', 'root': 'C:/Users/freeman/Desktop/ºòºê¶ó´õ', 'host': 'DESKTOP-0H2SVOF', 'username': 'freeman', 'executable': 'c:\\Users\\freeman\\AppData\\Local\\Programs\\Python\\Python311\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1805.0, 'min': 0.0, 'max': 3301.0}, 'cpu_freq_per_core': [{'current': 1805.0, 'min': 0.0, 'max': 3301.0}], 'disk': {'/': {'total': 232.71307754516602, 'used': 184.34624099731445}}, 'memory': {'total': 7.405879974365234}}
2024-07-12 15:06:01,239 INFO    HandlerThread:8440 [system_monitor.py:probe():224] Finished collecting system info
2024-07-12 15:06:01,239 INFO    HandlerThread:8440 [system_monitor.py:probe():227] Publishing system info
2024-07-12 15:06:01,241 INFO    HandlerThread:8440 [system_monitor.py:probe():229] Finished publishing system info
2024-07-12 15:06:01,266 DEBUG   SenderThread:8440 [sender.py:send():379] send: files
2024-07-12 15:06:01,266 INFO    SenderThread:8440 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-12 15:06:01,456 DEBUG   HandlerThread:8440 [handler.py:handle_request():158] handle_request: python_packages
2024-07-12 15:06:01,456 DEBUG   SenderThread:8440 [sender.py:send_request():406] send_request: python_packages
2024-07-12 15:06:01,456 DEBUG   HandlerThread:8440 [handler.py:handle_request():158] handle_request: stop_status
2024-07-12 15:06:01,456 DEBUG   SenderThread:8440 [sender.py:send_request():406] send_request: stop_status
2024-07-12 15:06:01,459 DEBUG   HandlerThread:8440 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-12 15:06:02,243 INFO    Thread-16 :8440 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_150557-9sr8koxv\files\wandb-metadata.json
2024-07-12 15:06:02,246 INFO    Thread-16 :8440 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\freeman\Desktop\ºòºê¶ó´õ\wandb\run-20240712_150557-9sr8koxv\files\requirements.txt
2024-07-12 15:06:02,472 DEBUG   HandlerThread:8440 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-12 15:06:02,533 DEBUG   SenderThread:8440 [sender.py:send():379] send: telemetry
2024-07-12 15:06:02,541 DEBUG   SenderThread:8440 [sender.py:send():379] send: exit
2024-07-12 15:06:02,541 INFO    SenderThread:8440 [sender.py:send_exit():586] handling exit code: 1
2024-07-12 15:06:02,541 INFO    SenderThread:8440 [sender.py:send_exit():588] handling runtime: 0
